p,partial_sum_inv_p
12041,1.3980260251340084
12101,1.3981086629325374
12119,1.3981911779915357
12203,1.3982731250537335
12263,1.3983546711680612
12329,1.3984357807471026
12653,1.398514813387583
12671,1.3985937337569305
12791,1.398671913727222
12821,1.3987499107633348
12899,1.3988274361528998
12923,1.3989048175658845
12959,1.3989819840139128
13001,1.3990589011741312
13049,1.399135535398976
13229,1.3992111269024912
13313,1.3992862414521794
13451,1.39936058536713
13463,1.3994348630169853
13553,1.3995086474189626
13619,1.3995820742491263
13649,1.399655339689818
13763,1.3997279982671629
13883,1.3998000288081123
13901,1.3998719660788121
13913,1.3999438413034222
14009,1.4000152239859833
14081,1.4000862416693864
14153,1.4001568980673234
14159,1.4002275245239941
14249,1.4002977048875285
14303,1.4003676202898916
14321,1.4004374478159023
14489,1.400506465691532
14561,1.4005751422934138
14621,1.400643537068053
14669,1.4007117080408529
14699,1.4007797398797535
14741,1.4008475778826026
14783,1.4009152231508162
14831,1.4009826494875433
14879,1.4010498583053401
14939,1.4011167971901384
15101,1.4011830179702192
15161,1.4012489766800669
15173,1.4013148832245867
15233,1.401380530175286
15269,1.4014460223489713
15401,1.4015109531976175
15569,1.401575183398658
15629,1.4016391670188513
15773,1.4017025664989755
15791,1.4017658937106783
15803,1.4018291728348953
15923,1.4018919750706549
16001,1.401954471164649
16091,1.402016617706194
16253,1.4020781448088826
16301,1.4021394907385802
16421,1.4022003883696623
16493,1.4022610201528432
16553,1.4023214321627506
16673,1.4023814093714113
16811,1.4024408942325142
16823,1.4025003366625206
16883,1.4025595678418135
16931,1.4026186310985613
17159,1.4026769095530167
17183,1.4027351066082456
17291,1.4027929401632742
17333,1.4028506335804554
17351,1.402908267146244
17579,1.4029651532034715
17669,1.4030217495020736
17681,1.403078307389071
17939,1.4031340518564326
17981,1.4031896661159287
18041,1.4032450954158566
18131,1.4033002495717222
18149,1.4033553490262376
18191,1.4034103212652569
18233,1.4034651668748659
18341,1.4035196895290287
18443,1.4035739106427303
18461,1.403628078889304
18731,1.4036814663219024
18773,1.4037347343131665
18803,1.403787917315879
18899,1.4038408301684109
19163,1.4038930140644605
19301,1.4039448248514663
19319,1.403996587365054
19373,1.4040482055966133
19391,1.4040997759127394
19433,1.4041512347713818
19553,1.4042023778184847
19559,1.404253505176734
